Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Extracurricular_Activities,Sleep_Hours,Motivation_Level,Internet_Access,Tutoring_Sessions,Family_Income,School_Type,Peer_Influence,Physical_Activity,Learning_Disabilities,Gender,Exam_Score,Previous_Scores
31,85,High,Medium,No,8,Medium,Yes,2,Low,Public,Positive,3,No,Male,72,53
20,72,High,Medium,Yes,7,High,Yes,2,Medium,Public,Neutral,3,No,Male,68,90
16,61,High,Medium,Yes,6,Low,Yes,0,High,Public,Positive,4,Yes,Female,60,53
11,96,Medium,High,No,5,High,Yes,2,Low,Public,Neutral,4,No,Male,68,66
9,69,High,Medium,Yes,7,High,Yes,1,High,Public,Positive,2,No,Female,65,82
10,97,Low,High,No,8,High,Yes,0,Low,Public,Neutral,3,No,Female,67,72
22,89,Low,Medium,No,8,Low,Yes,4,High,Private,Positive,3,No,Female,70,78
23,91,Medium,Low,Yes,10,High,Yes,0,Low,Private,Negative,3,No,Female,70,98
11,68,Medium,Medium,No,6,Low,Yes,3,Low,Public,Negative,2,No,Female,61,91
25,69,High,Low,Yes,5,Medium,Yes,2,High,Public,Positive,4,No,Male,68,68
17,81,Medium,High,No,7,High,Yes,1,Low,Public,Negative,3,No,Female,67,80
21,67,Medium,High,No,7,Medium,Yes,3,Low,Public,Negative,3,Yes,Female,62,52
30,72,Medium,Low,No,7,Medium,Yes,0,High,Public,Neutral,4,No,Male,66,73
25,73,High,Medium,Yes,6,Medium,Yes,3,High,Public,Positive,2,No,Female,69,80
18,66,Medium,High,Yes,4,Medium,Yes,2,Medium,Public,Negative,4,No,Female,66,86
15,68,Medium,Medium,Yes,5,Medium,Yes,0,High,Public,Negative,5,No,Female,64,95
7,92,High,Medium,No,8,High,Yes,1,Low,Public,Neutral,4,No,Male,66,64
16,67,Medium,Medium,No,7,Low,Yes,2,Medium,Public,Neutral,5,Yes,Male,63,95
19,61,Low,High,Yes,8,Low,Yes,1,Medium,Private,Negative,3,No,Male,62,83
14,85,Medium,Medium,Yes,8,Low,Yes,1,High,Private,Negative,4,No,Male,65,54
19,99,Low,High,No,8,Low,Yes,0,High,Private,Negative,2,No,Male,68,69
20,73,High,High,Yes,8,Low,Yes,1,Low,Private,Negative,4,No,Male,65,74
19,65,Medium,High,Yes,7,Low,Yes,1,Low,Public,Neutral,4,No,Female,63,68
16,83,High,High,Yes,7,Medium,Yes,3,Medium,Public,Negative,2,No,Male,68,56
21,96,Medium,High,Yes,4,Low,Yes,2,High,Private,Positive,2,No,Male,72,78
23,91,High,Low,No,6,Medium,Yes,2,Low,Private,Positive,3,No,Male,69,57
13,85,Low,Medium,No,6,Low,Yes,1,Low,Public,Positive,5,No,Male,66,96
28,73,Low,Low,Yes,7,High,Yes,2,Low,Private,Neutral,3,No,Male,68,93
19,82,Low,Low,No,6,Medium,Yes,1,Medium,Public,Neutral,2,No,Male,64,74
20,64,Medium,Low,Yes,8,Low,Yes,1,Low,Public,Positive,2,No,Male,61,53
24,87,Low,Medium,No,6,High,Yes,0,Low,Public,Neutral,2,Yes,Male,67,78
21,89,Medium,Low,Yes,9,Medium,Yes,0,Medium,Public,Neutral,3,No,Male,68,80
26,99,Medium,Medium,No,6,High,Yes,2,Medium,Public,Positive,3,No,Male,74,94
22,70,Medium,High,Yes,6,Medium,Yes,3,Medium,Public,Positive,2,No,Female,67,53
16,61,Medium,High,Yes,6,Medium,Yes,2,Medium,Private,Positive,3,No,Male,64,85
22,82,Low,High,No,6,Medium,Yes,3,Medium,Public,Neutral,3,No,Male,69,78
13,88,High,Medium,Yes,9,Medium,Yes,0,Low,Private,Negative,3,Yes,Female,63,59
21,92,Medium,Medium,No,7,Medium,Yes,0,Low,Private,Neutral,4,No,Female,67,56
20,68,High,Medium,Yes,7,Medium,Yes,1,Medium,Public,Neutral,3,No,Male,65,85
19,70,Medium,Medium,Yes,6,Medium,Yes,5,Medium,Public,Positive,4,No,Female,67,67
19,81,High,Medium,No,7,Medium,Yes,1,Low,Private,Negative,5,No,Female,68,100
9,73,Medium,Low,Yes,7,Medium,No,3,Low,Private,Negative,3,No,Male,62,95
17,94,High,Medium,Yes,7,Medium,Yes,1,Low,Public,Neutral,3,No,Female,70,78
21,79,Low,High,Yes,7,Medium,Yes,1,High,Public,Negative,3,No,Female,67,82
21,92,High,High,Yes,9,Medium,Yes,2,High,Public,Neutral,5,No,Female,89,58
14,83,High,Medium,Yes,7,Low,Yes,1,Low,Private,Neutral,2,Yes,Female,65,95
28,91,Low,Medium,Yes,5,Medium,No,2,Medium,Public,Neutral,2,No,Female,69,73
15,73,Medium,Medium,No,7,High,Yes,2,Low,Public,Positive,4,No,Female,64,76
26,93,High,Low,No,6,Medium,Yes,6,High,Private,Negative,4,No,Female,74,94
23,71,Medium,High,No,8,Medium,Yes,0,High,Public,Positive,2,No,Female,64,50
16,82,Low,High,No,7,Medium,Yes,0,Low,Public,Negative,2,No,Female,64,75
31,69,Medium,Low,Yes,9,Medium,Yes,2,Medium,Private,Negative,2,No,Male,67,81
13,79,Low,Low,Yes,6,High,Yes,2,Medium,Public,Positive,4,No,Male,63,58
26,73,High,Medium,Yes,7,Low,Yes,3,Medium,Private,Neutral,5,No,Female,68,53
26,71,Low,Medium,Yes,5,Low,Yes,0,Medium,Public,Neutral,5,No,Male,66,77
16,99,Low,High,Yes,7,High,Yes,0,Low,Public,Neutral,3,Yes,Female,68,77
28,66,Medium,High,No,5,Medium,Yes,1,High,Private,Positive,1,No,Female,68,67
18,91,Medium,Medium,No,7,Medium,Yes,3,Low,Private,Neutral,2,No,Female,69,94
22,99,High,Low,No,7,Medium,Yes,3,Low,Public,Neutral,3,No,Female,71,65
22,61,Low,High,Yes,7,Medium,Yes,1,High,Public,Positive,3,No,Female,65,76
19,88,Low,Medium,Yes,8,Medium,Yes,2,Medium,Private,Neutral,4,No,Male,67,59
25,70,Medium,Medium,No,7,Medium,Yes,1,High,Public,Negative,4,No,Female,65,51
25,62,High,Medium,No,5,Medium,Yes,0,Low,Private,Positive,4,No,Male,65,71
10,76,Medium,Low,No,6,Medium,Yes,1,High,Public,Negative,2,No,Male,80,76
28,97,Medium,Medium,Yes,7,High,Yes,2,Medium,Public,Neutral,2,No,Male,74,88
10,60,Medium,Medium,No,7,Low,No,3,Medium,Public,Positive,3,No,Male,59,72
26,84,Medium,Medium,No,7,Low,Yes,2,High,Public,Neutral,3,No,Male,69,64
27,80,Medium,Low,Yes,9,Medium,Yes,0,High,Public,Neutral,2,Yes,Male,66,80
13,95,Medium,Medium,Yes,7,Medium,Yes,1,Low,Public,Positive,2,Yes,Female,66,69
18,63,High,High,No,8,Medium,Yes,2,High,Public,Positive,4,No,Female,65,62
13,87,High,Medium,Yes,4,Low,Yes,3,Low,Public,Neutral,3,Yes,Male,67,96
19,87,High,High,No,8,Low,Yes,3,Low,Private,Neutral,4,No,Male,69,77
18,87,Medium,Low,Yes,10,High,Yes,2,Medium,Public,Positive,3,No,Female,68,60
25,98,Medium,Medium,Yes,9,Medium,Yes,1,Medium,Private,Neutral,2,No,Female,73,84
28,93,Low,High,Yes,6,Medium,Yes,1,Low,Public,Positive,2,Yes,Female,71,90
28,62,High,Medium,Yes,10,Medium,Yes,0,Low,Public,Positive,2,Yes,Male,67,88
17,79,Medium,Medium,Yes,7,Low,Yes,1,High,Public,Positive,3,No,Female,67,80
19,76,High,Low,No,7,Medium,Yes,0,High,Public,Neutral,2,No,Male,66,76
10,72,Medium,Low,No,7,Medium,Yes,3,Medium,Public,Negative,4,No,Female,63,89
15,78,High,High,No,7,Medium,No,1,High,Public,Negative,1,No,Male,65,85
26,75,Medium,Low,Yes,4,Medium,Yes,2,High,Public,Negative,1,No,Male,67,79
30,77,Medium,Low,Yes,8,Medium,Yes,1,Low,Public,Positive,3,No,Male,69,83
13,99,Medium,Medium,Yes,7,Medium,Yes,1,Low,Public,Neutral,2,No,Male,67,58
16,64,High,Medium,Yes,7,High,Yes,4,High,Public,Neutral,3,No,Male,66,51
20,97,High,High,Yes,7,Low,Yes,2,Medium,Private,Neutral,4,No,Female,74,97
22,79,High,Medium,No,6,Medium,No,2,High,Public,Positive,2,No,Female,69,97
15,85,Low,Medium,Yes,7,High,Yes,0,Medium,Public,Negative,4,No,Female,66,89
23,93,High,Low,Yes,9,Low,Yes,0,Medium,Private,Positive,3,Yes,Male,69,69
17,74,Medium,Medium,Yes,8,Low,Yes,1,High,Public,Neutral,2,No,Male,63,58
20,77,Medium,Low,Yes,7,Medium,No,0,Medium,Private,Positive,3,No,Female,65,68
23,76,Low,Medium,No,7,Low,No,1,Low,Private,Positive,4,No,Male,64,86
20,75,Low,Medium,No,7,High,Yes,0,Medium,Private,Neutral,4,No,Male,64,67
17,97,Low,High,Yes,6,Low,Yes,2,Medium,Public,Negative,2,No,Male,69,90
19,93,High,High,No,7,Medium,Yes,5,Low,Public,Negative,3,No,Female,73,84
19,64,Medium,Medium,Yes,8,High,Yes,1,Medium,Public,Negative,3,Yes,Male,62,81
18,64,Low,Low,Yes,7,Low,Yes,2,Medium,Private,Neutral,4,No,Male,62,97
18,77,Medium,Medium,Yes,6,High,Yes,0,Medium,Private,Positive,2,No,Female,68,95
30,64,Medium,Medium,No,7,Low,Yes,1,Medium,Private,Positive,3,No,Female,66,86
23,85,Low,High,Yes,8,High,Yes,2,Medium,Public,Positive,1,Yes,Female,68,60
18,66,Low,High,Yes,5,Medium,Yes,4,Medium,Public,Neutral,4,No,Male,66,97
24,81,Low,Medium,Yes,6,Low,Yes,3,Medium,Public,Positive,3,No,Male,69,61
18,60,Medium,Medium,Yes,5,Medium,Yes,0,Medium,Public,Neutral,2,No,Female,62,69
27,73,Low,Medium,No,7,Medium,Yes,2,High,Public,Neutral,4,No,Female,68,91
22,87,Medium,Medium,No,8,Low,Yes,2,Medium,Public,Negative,2,No,Male,67,60
19,79,Low,Medium,No,9,Medium,Yes,1,Low,Private,Neutral,4,No,Male,65,82
23,99,Low,Medium,No,9,Medium,Yes,0,Low,Public,Negative,4,No,Male,69,73
11,95,Medium,Medium,No,6,High,Yes,2,Low,Public,Positive,3,No,Male,67,81
13,74,Low,Low,Yes,7,High,Yes,0,Medium,Public,Positive,3,No,Female,64,98
13,62,Low,Medium,Yes,6,Medium,No,3,High,Private,Neutral,3,Yes,Female,62,90
21,94,Medium,Medium,Yes,9,Low,Yes,5,High,Private,Neutral,3,Yes,Male,71,65
30,96,Medium,High,Yes,9,Medium,No,0,Medium,Private,Neutral,3,No,Male,72,53
33,93,High,High,Yes,7,Low,Yes,0,Medium,Public,Negative,2,Yes,Female,74,98
24,65,Low,High,No,6,Low,Yes,1,Medium,Public,Neutral,2,No,Male,66,79
23,100,High,Low,Yes,4,Medium,Yes,2,Medium,Public,Positive,4,No,Female,72,59
9,70,High,Medium,No,5,Medium,Yes,1,High,Private,Neutral,4,No,Female,65,81
17,89,High,Medium,Yes,4,High,Yes,0,Low,Public,Positive,3,No,Female,67,52
15,96,Medium,High,Yes,5,High,Yes,2,Medium,Private,Neutral,2,No,Male,70,59
16,69,High,Medium,Yes,10,Medium,Yes,0,Low,Public,Negative,1,Yes,Male,62,82
19,96,Low,Low,Yes,5,High,Yes,0,Low,Public,Positive,2,No,Male,66,70
17,72,Low,Medium,Yes,5,Medium,Yes,2,High,Public,Negative,3,No,Male,65,66
8,99,Low,High,Yes,6,High,Yes,2,Medium,Public,Positive,4,Yes,Male,70,83
24,71,High,High,Yes,10,Low,Yes,2,Medium,Private,Positive,2,Yes,Female,69,93
14,98,Medium,Medium,Yes,7,Low,Yes,3,High,Public,Neutral,3,No,Female,70,84
21,62,High,High,No,8,Medium,Yes,2,High,Private,Negative,2,No,Female,66,73
32,88,Medium,Low,Yes,7,Low,Yes,1,Low,Private,Positive,4,No,Male,73,83
14,81,High,Medium,No,4,Low,Yes,3,Medium,Public,Positive,4,No,Female,69,85
5,79,High,High,Yes,9,Low,Yes,3,Medium,Private,Neutral,3,No,Female,66,89
18,69,High,Medium,Yes,8,Medium,Yes,4,Medium,Public,Neutral,4,No,Male,65,65
27,88,Medium,Low,No,7,High,Yes,2,Low,Public,Neutral,4,No,Female,70,56
32,68,High,High,No,10,Medium,Yes,0,Medium,Private,Positive,2,No,Male,70,84
13,82,High,Medium,No,6,High,Yes,2,Low,Public,Neutral,4,No,Male,67,56
23,70,Medium,High,Yes,7,High,Yes,1,Low,Private,Positive,3,No,Male,68,73
17,98,Medium,Low,Yes,6,Low,Yes,1,Medium,Private,Neutral,2,No,Female,68,62
19,61,High,Medium,No,9,Medium,Yes,0,Low,Public,Negative,2,No,Female,61,67
36,68,Medium,Medium,Yes,8,High,Yes,2,Medium,Public,Negative,3,No,Male,70,74
11,70,High,High,No,7,High,Yes,0,Low,Public,Negative,5,No,Male,65,95
22,77,Low,Medium,Yes,5,Medium,No,3,High,Public,Positive,2,No,Male,66,84
23,69,Medium,Medium,Yes,6,Medium,Yes,3,High,Public,Neutral,3,No,Male,67,59
27,80,Low,Low,Yes,5,High,Yes,3,High,Public,Negative,3,No,Male,69,94
21,95,Medium,High,No,9,Medium,Yes,1,Low,Public,Neutral,2,No,Male,69,75
22,88,Medium,Medium,Yes,5,Low,Yes,1,Low,Public,Neutral,2,No,Male,67,60
18,83,High,Low,No,9,Medium,Yes,0,Medium,Private,Neutral,4,No,Female,66,76
22,64,Low,Medium,Yes,9,Medium,Yes,1,High,Private,Neutral,2,No,Male,63,60
18,88,High,Medium,No,6,Low,Yes,0,Medium,Public,Neutral,4,No,Female,67,68
24,67,High,Low,Yes,6,Medium,Yes,0,Low,Public,Neutral,1,No,Male,64,90
18,91,Medium,Low,No,6,Medium,Yes,2,Low,Private,Neutral,4,No,Male,68,83
22,70,Medium,High,Yes,8,Low,Yes,2,Low,Public,Negative,2,No,Male,65,74
20,77,Medium,Low,No,9,Medium,Yes,2,Medium,Public,Neutral,3,No,Male,65,61
27,74,Medium,Low,Yes,9,High,No,1,Low,Public,Neutral,3,No,Male,65,64
20,94,Low,Medium,Yes,6,Medium,Yes,0,Medium,Public,Negative,4,No,Female,70,99
9,65,Medium,High,Yes,9,Medium,Yes,1,High,Public,Neutral,3,No,Female,62,67
28,83,High,Low,No,9,Medium,Yes,0,Low,Public,Neutral,4,No,Male,68,81
15,66,Low,High,Yes,7,Low,Yes,0,High,Public,Negative,3,No,Male,62,75
16,88,Medium,High,Yes,7,Medium,Yes,0,Medium,Public,Positive,3,No,Female,68,51
16,96,High,Medium,Yes,9,Medium,Yes,0,Medium,Private,Neutral,5,No,Male,72,97
28,77,High,Medium,Yes,9,Low,Yes,1,High,Public,Positive,3,No,Female,70,54
7,80,High,Medium,No,9,Low,No,3,Medium,Public,Neutral,3,No,Female,62,83
39,97,High,High,Yes,10,Medium,Yes,2,Low,Public,Positive,3,No,Female,79,91
26,81,Medium,High,Yes,8,Medium,Yes,2,High,Public,Neutral,1,No,Male,73,87
21,80,High,High,Yes,7,High,Yes,1,Low,Public,Negative,2,No,Male,68,90
20,83,High,Medium,Yes,9,Low,Yes,0,High,Public,Neutral,2,No,Male,68,87
22,88,Medium,Medium,Yes,10,Medium,Yes,2,Low,Public,Neutral,2,No,Female,69,72
23,64,Medium,Low,Yes,6,High,Yes,1,Low,Public,Positive,2,Yes,Female,63,95
24,93,Medium,Medium,Yes,7,Medium,No,5,High,Public,Negative,4,No,Female,74,96
23,77,Medium,Medium,Yes,5,Medium,Yes,2,High,Public,Negative,5,No,Female,69,72
21,63,Medium,Low,No,8,Medium,Yes,0,Low,Public,Negative,3,No,Female,61,74
19,91,Medium,Low,Yes,8,Low,Yes,4,Medium,Public,Neutral,2,Yes,Female,69,74
19,75,Medium,Low,No,6,High,Yes,2,Low,Public,Neutral,3,No,Female,64,64
19,64,Medium,Medium,Yes,9,Low,Yes,2,Low,Public,Positive,4,No,Female,63,56
27,85,Low,High,No,6,Low,Yes,1,Low,Public,Negative,2,No,Male,68,63
24,95,High,Medium,Yes,6,Medium,Yes,2,Low,Public,Neutral,3,No,Male,72,92
2,96,Low,High,Yes,9,Medium,Yes,3,Medium,Public,Neutral,2,No,Female,65,77
24,98,Low,Low,No,6,Low,No,2,Low,Public,Positive,4,No,Male,69,93
21,95,Medium,Low,No,5,Low,Yes,2,Medium,Private,Neutral,4,No,Male,70,87
20,60,Medium,Medium,Yes,8,Low,Yes,1,Medium,Public,Neutral,4,No,Female,63,67
18,75,Low,Medium,Yes,7,Low,Yes,0,Medium,Public,Positive,2,Yes,Female,62,59
27,93,Medium,Medium,Yes,9,Low,Yes,1,Low,Public,Positive,2,No,Female,72,78
26,75,High,High,No,8,Medium,Yes,1,Low,Public,Neutral,4,No,Male,69,97
15,84,Medium,Medium,No,4,Low,Yes,2,Medium,Public,Negative,3,No,Female,66,92
22,84,Medium,Medium,Yes,9,Medium,Yes,2,Low,Private,Neutral,4,No,Male,71,88
14,75,Low,Low,No,10,Medium,Yes,2,Low,Private,Negative,3,No,Female,62,88
12,96,Medium,Low,Yes,9,Medium,Yes,2,Medium,Public,Positive,2,No,Male,68,76
16,80,High,Low,No,9,Low,Yes,0,Medium,Public,Neutral,2,No,Female,63,58
25,79,Medium,Medium,Yes,7,Medium,Yes,0,Low,Public,Neutral,3,No,Female,66,64
26,100,High,Medium,Yes,6,High,Yes,1,Medium,Public,Positive,3,No,Male,75,79
23,80,Medium,Low,Yes,7,High,Yes,1,High,Private,Positive,4,No,Female,69,66
24,67,High,Medium,No,8,Medium,Yes,2,High,Private,Positive,3,No,Female,68,89
23,81,High,Medium,No,8,Medium,Yes,5,Medium,Public,Negative,2,No,Male,69,69
16,93,High,Low,No,6,Medium,Yes,2,Low,Public,Positive,4,No,Male,67,56
23,91,High,Medium,Yes,6,Medium,Yes,3,Medium,Private,Negative,3,No,Male,73,89
25,92,Medium,High,Yes,5,Low,Yes,1,Low,Public,Negative,1,No,Male,71,85
25,88,High,Medium,Yes,8,Medium,Yes,2,High,Public,Positive,3,No,Female,71,63
27,70,Medium,Medium,No,6,High,Yes,2,Low,Private,Neutral,2,No,Female,68,99
24,94,High,Low,No,7,Medium,Yes,1,High,Public,Neutral,1,No,Male,70,70
22,96,Low,High,Yes,10,Low,Yes,1,High,Public,Negative,3,No,Male,71,84
26,68,Medium,High,No,8,High,Yes,1,Medium,Public,Neutral,2,No,Male,69,96
20,65,High,Medium,No,7,Medium,No,3,Low,Private,Neutral,4,No,Male,63,58
15,99,Low,Medium,Yes,8,Medium,Yes,2,Medium,Private,Neutral,3,No,Male,71,94
19,95,Medium,Medium,Yes,9,Medium,No,2,Low,Public,Negative,3,No,Male,69,85
16,96,High,Medium,Yes,5,Medium,Yes,2,High,Public,Positive,5,No,Male,71,58
16,95,Medium,Low,No,6,Low,Yes,2,Low,Private,Neutral,3,No,Female,68,83
19,82,Medium,Medium,No,7,Medium,Yes,1,Medium,Public,Positive,3,No,Female,68,94
15,86,Medium,Low,No,6,Medium,Yes,0,Medium,Public,Neutral,3,No,Male,66,90
18,82,Medium,Medium,No,7,Medium,Yes,3,Low,Public,Negative,3,No,Female,67,88
9,62,Low,High,Yes,5,Low,Yes,0,Medium,Private,Positive,5,No,Female,59,58
21,90,Low,Medium,No,8,Medium,Yes,1,Low,Public,Negative,2,No,Female,66,60
20,80,Low,Low,No,6,Low,Yes,0,Medium,Private,Negative,3,No,Male,64,77
15,86,Medium,Medium,No,7,Medium,Yes,1,Low,Public,Neutral,3,Yes,Female,64,79
24,80,Medium,High,Yes,7,Medium,Yes,0,Low,Private,Neutral,4,No,Female,69,97
26,80,High,Low,No,8,High,Yes,1,Medium,Public,Neutral,3,No,Male,69,73
10,67,Medium,Medium,No,4,Medium,No,3,Medium,Public,Positive,3,No,Male,61,65
15,71,High,High,No,8,Medium,Yes,0,Low,Private,Negative,3,No,Female,62,60
15,66,Low,Medium,No,7,Medium,Yes,2,Medium,Public,Negative,3,No,Female,61,53
14,68,Medium,Medium,Yes,8,High,Yes,1,Medium,Private,Positive,2,No,Female,63,53
25,99,Medium,Low,No,5,Low,Yes,2,Low,Public,Positive,4,No,Female,71,79
19,66,High,High,Yes,8,Medium,Yes,1,Medium,Public,Positive,2,No,Female,65,59
18,71,High,High,Yes,9,Medium,Yes,1,Low,Private,Neutral,4,No,Male,68,93
8,84,High,High,No,7,Medium,Yes,1,High,Public,Positive,4,No,Male,67,80
24,84,Low,High,Yes,6,High,Yes,2,Low,Public,Neutral,1,No,Female,70,93
13,66,High,Medium,Yes,6,Medium,Yes,3,Medium,Public,Neutral,3,No,Male,64,71
20,92,Medium,High,No,8,High,Yes,0,Medium,Private,Neutral,3,No,Male,71,80
22,91,High,Medium,Yes,8,Low,Yes,2,Medium,Public,Neutral,3,No,Female,71,76
28,69,Medium,High,No,8,Low,Yes,0,High,Private,Negative,3,No,Female,67,99
12,72,Medium,Low,Yes,7,Medium,Yes,0,High,Public,Positive,3,No,Male,63,90
2,98,Low,High,Yes,7,High,Yes,2,Low,Public,Neutral,1,No,Male,66,80
21,93,Medium,Low,Yes,7,Medium,Yes,3,High,Public,Neutral,1,No,Male,70,80
31,88,Medium,Low,No,6,Medium,Yes,2,Low,Private,Positive,4,No,Male,70,62
27,63,Low,Medium,Yes,8,Medium,Yes,3,Low,Private,Positive,3,No,Female,67,87
21,77,Low,Medium,No,7,High,Yes,3,Medium,Public,Neutral,3,No,Male,69,99
17,82,High,Low,No,9,Low,Yes,3,High,Public,Positive,2,No,Female,66,56
25,67,Medium,High,No,9,Medium,Yes,1,Medium,Public,Positive,3,No,Female,67,82
14,78,High,Medium,Yes,7,Medium,Yes,0,High,Public,Negative,2,Yes,Female,65,76
23,84,High,High,Yes,8,Medium,Yes,1,High,Public,Positive,3,No,Male,72,93
23,73,High,High,No,6,Medium,Yes,1,Medium,Public,Positive,3,No,Male,68,50
26,91,High,Medium,Yes,7,Low,Yes,3,Medium,Public,Negative,3,No,Male,72,57
37,94,High,Medium,Yes,8,High,Yes,1,Low,Private,Positive,3,No,Male,76,52
22,73,Medium,Low,Yes,5,Medium,Yes,4,Low,Public,Positive,3,Yes,Female,65,58
17,94,Low,Medium,No,8,Medium,Yes,1,Medium,Public,Positive,4,No,Male,68,85
20,64,Medium,Medium,Yes,6,Medium,Yes,3,Low,Public,Neutral,4,No,Female,65,57
9,94,Medium,Medium,Yes,6,Low,Yes,0,Low,Public,Positive,3,No,Male,66,81
16,66,Low,Medium,No,6,Medium,Yes,7,Low,Public,Negative,2,No,Male,63,93
18,63,Medium,Low,No,7,Medium,Yes,2,High,Public,Positive,3,No,Female,63,52
17,86,Medium,Medium,Yes,5,Medium,Yes,2,Low,Private,Neutral,2,No,Male,66,51
21,79,High,Low,Yes,8,Medium,Yes,2,Low,Public,Positive,4,No,Male,69,99
15,96,Medium,High,Yes,7,High,Yes,3,Medium,Public,Positive,1,No,Male,72,84
27,75,Medium,Low,Yes,10,Medium,Yes,3,High,Public,Negative,3,No,Male,66,57
20,71,Medium,Medium,Yes,7,Medium,No,2,Medium,Public,Negative,4,No,Female,64,65
20,80,Medium,Low,Yes,8,Low,Yes,0,Low,Private,Positive,3,No,Male,67,99
18,78,High,High,Yes,6,Low,Yes,1,Low,Private,Positive,5,No,Male,67,61
21,74,Low,Medium,Yes,5,Medium,Yes,1,Medium,Public,Neutral,1,No,Male,66,88
25,88,Medium,Low,Yes,8,Low,Yes,2,Low,Public,Neutral,2,No,Female,68,62
15,90,Medium,Medium,No,5,Medium,Yes,0,Medium,Private,Neutral,2,No,Male,65,70
16,94,Medium,High,Yes,8,High,Yes,2,Low,Private,Negative,3,No,Male,71,94
18,99,Medium,High,Yes,10,Medium,Yes,1,Medium,Public,Neutral,4,No,Male,71,51
12,71,Medium,Medium,Yes,8,Medium,Yes,1,Medium,Private,Neutral,2,No,Male,62,65
15,89,Medium,High,Yes,8,Low,Yes,2,Medium,Public,Positive,2,No,Male,69,74
17,76,Medium,Low,No,7,Low,Yes,4,High,Private,Neutral,2,No,Male,65,81
25,87,High,Low,No,6,Low,Yes,3,Medium,Public,Neutral,3,No,Male,70,51
22,79,Medium,Medium,Yes,7,Medium,Yes,2,Low,Private,Neutral,2,No,Male,66,71
21,100,Medium,Medium,No,6,Medium,Yes,0,High,Public,Positive,3,No,Male,70,67
25,89,Medium,High,No,5,Low,Yes,2,Medium,Private,Negative,2,No,Female,70,51
19,98,Low,High,Yes,7,Medium,Yes,1,Low,Private,Neutral,4,No,Female,69,68
22,93,High,Low,Yes,9,Medium,Yes,2,Medium,Public,Neutral,3,Yes,Male,71,97
19,96,Medium,Medium,No,5,Medium,Yes,1,Medium,Public,Neutral,3,No,Male,69,64
22,93,High,Medium,No,9,Medium,Yes,2,Medium,Public,Positive,2,No,Female,73,79
17,78,Medium,Medium,Yes,9,Low,Yes,1,Medium,Public,Neutral,4,No,Female,65,65
5,70,High,High,Yes,8,Medium,Yes,3,Low,Public,Neutral,3,No,Male,62,55
19,75,Medium,High,No,8,Medium,Yes,2,High,Public,Negative,5,No,Female,67,64
29,61,Low,Medium,Yes,7,High,Yes,1,Medium,Public,Neutral,3,No,Male,65,74
26,81,Low,Medium,No,7,Low,Yes,1,Medium,Public,Neutral,3,No,Male,65,65
26,80,Medium,High,Yes,6,Medium,Yes,0,Medium,Public,Neutral,2,No,Female,70,81
27,81,Medium,Medium,Yes,7,Low,Yes,1,Medium,Public,Neutral,2,No,Female,70,97
21,99,Medium,High,Yes,7,Medium,Yes,0,Medium,Public,Neutral,4,No,Female,71,53
21,96,High,Low,No,10,Low,Yes,1,Low,Public,Neutral,3,No,Male,71,86
16,66,Medium,Medium,Yes,8,Low,Yes,1,Medium,Public,Neutral,4,No,Male,62,50
18,75,Medium,Low,No,7,Medium,Yes,4,Low,Public,Positive,2,No,Female,65,50
24,77,High,Medium,Yes,7,Medium,Yes,3,Medium,Public,Positive,2,No,Male,84,57
27,74,Medium,Medium,Yes,6,Medium,Yes,2,Medium,Public,Neutral,2,No,Male,68,74
19,92,High,Medium,Yes,6,Medium,Yes,3,High,Public,Positive,1,No,Male,70,52
17,81,Medium,High,No,8,Medium,Yes,1,Medium,Private,Neutral,3,No,Male,68,86
20,83,Medium,Medium,No,6,Medium,Yes,2,Low,Public,Negative,4,No,Male,67,51
24,94,Low,Medium,Yes,6,Low,Yes,1,Low,Public,Negative,4,No,Female,69,75
11,92,High,High,Yes,6,Medium,Yes,2,Low,Public,Negative,1,No,Female,68,84
6,65,High,High,No,6,Medium,No,3,Low,Public,Neutral,1,No,Male,59,62
17,89,High,Low,Yes,9,Medium,No,0,Medium,Public,Positive,2,No,Female,67,79
13,77,Medium,High,Yes,7,Low,Yes,0,High,Public,Positive,1,No,Male,63,63
17,72,High,High,Yes,7,Low,Yes,1,Medium,Public,Negative,4,No,Female,65,61
19,62,Medium,Medium,No,7,Low,Yes,1,Low,Public,Positive,3,No,Male,63,91
17,79,Medium,Medium,No,7,Low,Yes,1,Low,Private,Positive,3,No,Female,64,67
29,74,High,Medium,Yes,6,High,Yes,3,Low,Public,Positive,4,No,Female,72,91
22,70,Low,Medium,Yes,5,High,Yes,1,Low,Public,Negative,3,No,Male,63,61
22,88,Medium,Medium,No,9,Medium,No,2,Medium,Public,Neutral,2,Yes,Male,66,68
24,91,Medium,Medium,Yes,8,Low,Yes,0,Medium,Private,Neutral,2,No,Female,67,55
13,70,High,High,Yes,8,High,Yes,1,High,Public,Positive,2,Yes,Male,66,75
26,62,Medium,Medium,Yes,8,Medium,Yes,2,Medium,Public,Positive,3,No,Female,66,69
20,94,Medium,Medium,Yes,10,Low,Yes,1,Low,Private,Negative,4,Yes,Female,68,50
24,60,High,High,No,6,Medium,Yes,1,Low,Private,Positive,5,No,Male,66,73
